ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,VP_Issue_Code,Research_Issue_Code,Proposal_Name
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",40,0,11,P,Relevant Entities in this Transaction Do Not Fall Under the Circumstances of Article 12 of the Guidelines for Supervision of Listed Companies No. 7 or Article 30 of the Guidelines for Self-Regulation No. 6,THE CIRCUMSTANCES STATED IN ARTICLE 12 OF LISTED COMPANIES REGULATION         GUIDELINES NO. 7 OR ARTICLE 30 OF THE SELF-REGULATORY SUPERVISION GUIDELINES  NO. 6 DO NOT APPLIED TO THE RELEVANT PARTIES OF THE TRANSACTION (UPDATED),438496,4224358,2024-02-09 02:26:00,6395,6395,Relevant Entities in this Transaction Do Not Fall Under the Circumstances of Article 12 of the Guidelines for Supervision of Listed Companies No. 7 or Article 30 of the Guidelines for Self-Regulation No. 6
Skjern Bank,2024-03-04 17:00:00,A,"DK        ",9,0,6,P,Remuneration Policy,PRESENTATION AND APPROVAL OF THE BANK S REMUNERATION POLICY 2024,431624,4224189,2024-02-09 02:26:00,5605,5605,Remuneration Policy
Vestjysk Bank,2024-03-07 15:00:00,A,"DK        ",10,0,6.A,P,Elect Kim Duus as Chair,REELECT KIM RONNOW DUUS (CHAIR) AS DIRECTOR,431514,4225294,2024-02-09 02:26:00,5102,5102,Elect Kim Duus as Chair
Hoang Anh Gia Lai International Agriculture JSC,2024-02-23 10:00:00,X,"VN        ",5,0,1,P,Approve Investment Project in Laos,INVESTMENT PROJECT ON FRUIT TREE PRODUCTION COMBINED WITH LARGE-SCALE COW     BREEDING IN ATTAPEU AND SEKONG PROVINCE OF LAO PEOPLE DEMOCRATIC REPUBLIC,438530,4224392,2024-02-09 02:26:00,6395,6395,Approve Investment Project in Laos
CIENA Corp.,2024-03-21 15:00:00,A,"US        ",8,0,4,P,Ratification of Auditor,RATIFICATION OF THE APPOINTMENT OF PRICEWATERHOUSECOOPERS LLP AS OUR          INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM FOR FISCAL 2024,427613,4219795,2024-02-09 02:26:00,200,200,Ratification of Auditor
China Reinsurance (Group) Corporation,2024-03-04 14:30:00,S,"CN        ",3,0,1.2,P,Elect ZHOU Zheng,ELECTION OF MR. ZHOU ZHENG AS A NON-EXECUTIVE DIRECTOR OF THE FIFTH SESSION   OF THE BOARD OF DIRECTORS,434267,4224510,2024-02-09 02:26:00,5100,5100,Elect ZHOU Zheng
"Samty Co.,Ltd.",2024-02-27 10:00:00,A,"JP        ",14,0,5,P,Shift to Holding Company,Approve Stock-transfer Plan,433812,4221633,2024-02-09 02:26:00,6205,6205,Shift to Holding Company
FP Partner Inc.,2024-02-28 10:00:00,A,"JP        ",5,0,1.4,P,Elect Takumi Saito,"Appoint a Director Saito, Takumi",434716,4222419,2024-02-09 02:26:00,5100,5100,Elect Takumi Saito
FP Partner Inc.,2024-02-28 10:00:00,A,"JP        ",6,0,1.5,P,Elect Takashi Kuwabara,"Appoint a Director Kuwabara, Takashi",434716,4222420,2024-02-09 02:26:00,5100,5100,Elect Takashi Kuwabara
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"US        ",1,3,1,D,Elect Joseph Cordiano,Joseph Cordiano,438885,4225128,2024-02-09 02:26:00,5100,5100,Elect Joseph Cordiano
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",1,3,1,D,Elect Joseph Cordiano,Joseph Cordiano,438885,4225128,2024-02-09 02:26:00,5100,5100,Elect Joseph Cordiano
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",1,3,1,D,Elect Joseph Cordiano,Joseph Cordiano,438885,4225128,2024-02-09 02:26:00,5100,5100,Elect Joseph Cordiano
Link-U Inc.,2024-02-26 10:00:00,S,"JP        ",6,0,3.3,P,Elect Yuta Nakata,"Appoint a Director Nakata, Yuta",433764,4220897,2024-02-09 02:26:00,5100,5100,Elect Yuta Nakata
Link-U Inc.,2024-02-26 10:00:00,S,"JP        ",7,0,3.4,P,Elect Aya Hagiuda,"Appoint a Director Hagiuda, Aya",433764,4220898,2024-02-09 02:26:00,5100,5100,Elect Aya Hagiuda
Link-U Inc.,2024-02-26 10:00:00,S,"JP        ",9,0,5,P,Retirement Allowances for Statutory Auditors,Approve Provision of Retirement Allowance for Retiring Corporate Auditors,433764,4220900,2024-02-09 02:26:00,5560,5560,Retirement Allowances for Statutory Auditors
C3 Metals Inc.,2024-03-01 10:00:00,Z,"CA        ",4,0,1.C,P,Elect Stephen Hughes,ELECTION OF DIRECTOR: STEPHEN HUGHES,438517,4224123,2024-02-09 02:26:00,5100,5100,Elect Stephen Hughes
C3 Metals Inc.,2024-03-01 10:00:00,Z,"CA        ",5,0,1.D,P,Elect Lulezim (Zimi) Meka,ELECTION OF DIRECTOR: ZIMI MEKA,438517,4224124,2024-02-09 02:26:00,5100,5100,Elect Lulezim (Zimi) Meka
C3 Metals Inc.,2024-03-01 10:00:00,Z,"CA        ",7,0,1.F,P,Elect Yale R. Simpson,ELECTION OF DIRECTOR: YALE SIMPSON,438517,4224126,2024-02-09 02:26:00,5100,5100,Elect Yale R. Simpson
DSV AS,2024-03-14 14:00:00,A,"DK        ",11,0,6.02,P,Elect Jørgen Møller,ELECTION OF MEMBER FOR THE BOARD OF DIRECTORS: RE-ELECTION OF JOERGEN MOELLER,430715,4224425,2024-02-09 02:26:00,5100,5100,Elect Jørgen Møller
"Xinjiang Zhongtai Chemical Co., Ltd.",2024-02-23 12:00:00,S,"CN        ",10,0,3.1,P,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 9th Company And The Company's Provision Of Guarantee For It
",2024 ESTIMATED ADDITIONAL GUARANTEE QUOTA FOR JOINT STOCK COMPANIES:          APPLICATION FOR COMPREHENSIVE CREDIT TO BANKS AND FINANCIAL INSTITUTIONS BY A 9TH COMPANY AND THE COMPANY S PROVISION OF GUARANTEE FOR IT,438518,4224291,2024-02-09 02:26:00,5960,5960,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 9th Company And The Company's Provision Of Guarantee For It
"
"Xinjiang Zhongtai Chemical Co., Ltd.",2024-02-23 12:00:00,S,"CN        ",11,0,3.2,P,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 10th Company And The Company's Provision Of Guarantee For It
",2024 ESTIMATED ADDITIONAL GUARANTEE QUOTA FOR JOINT STOCK COMPANIES:          APPLICATION FOR COMPREHENSIVE CREDIT TO BANKS AND FINANCIAL INSTITUTIONS BY A 10TH COMPANY AND THE COMPANY S PROVISION OF GUARANTEE FOR IT,438518,4224292,2024-02-09 02:26:00,5960,5960,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 10th Company And The Company's Provision Of Guarantee For It
"
"Xinjiang Zhongtai Chemical Co., Ltd.",2024-02-23 12:00:00,S,"CN        ",12,0,3.3,P,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 11th Company And The Company's Provision Of Guarantee For It
",2024 ESTIMATED ADDITIONAL GUARANTEE QUOTA FOR JOINT STOCK COMPANIES:          APPLICATION FOR COMPREHENSIVE CREDIT TO BANKS AND FINANCIAL INSTITUTIONS BY   AN 11TH COMPANY AND THE COMPANY S PROVISION OF GUARANTEE FOR IT,438518,4224293,2024-02-09 02:26:00,5960,5960,"Estimated Additional Guarantee Quota For Joint Stock Companies: Application For Comprehensive Credit To Banks And Financial Institutions By A 11th Company And The Company's Provision Of Guarantee For It
"
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",3,0,3,P,2024 Quota of Loans from the Controlling Shareholder and Its Controlled Entities,2024 QUOTA OF LOANS FROM THE CONTROLLING SHAREHOLDER AND ITS CONTROLLED       ENTITIES,438515,4224809,2024-02-09 02:26:00,5740,5740,2024 Quota of Loans from the Controlling Shareholder and Its Controlled Entities
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",4,0,4,P,2024 APPLICATION FOR CREDIT LINE TO BANKS,2024 APPLICATION FOR CREDIT LINE TO BANKS,438515,4224810,2024-02-09 02:26:00,5930,5930,2024 Application for Credit Line to Banks
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",19,0,9.11,P,Repayment Guarantee Measures,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: REPAYMENT GUARANTEE MEASURES,438515,4224826,2024-02-09 02:26:00,5900,5900,Repayment Guarantee Measures
Beijing Easpring Material Technology Company Ltd,2024-03-18 14:00:00,S,"CN        ",2,0,2.1,P,Plan For The 2024 Share Offering To Specific Parties: Stock Type and Par Value,PLAN FOR THE 2024 SHARE OFFERING TO SPECIFIC PARTIES: STOCK TYPE AND PAR      VALUE,438499,4226398,2024-02-09 02:26:00,5802,5802,Plan For The 2024 Share Offering To Specific Parties: Stock Type and Par Value
Amoy Diagnostics Co. Ltd.,2024-02-26 14:00:00,S,"CN        ",4,0,1.4,P,"Type, Amount, Proportion and Total Capital of Share Repurchase","PREPLAN FOR THE SHARE REPURCHASE VIA CENTRALIZED BIDDING: TYPE, NUMBER AND    PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED, AND TOTAL AMOUNT OF THE FUNDS TO BE USED FOR THE REPURCHASE",438498,4224442,2024-02-09 02:26:00,5838,5838,"Type, Amount, Proportion and Total Capital of Share Repurchase"
Compania de Minas Buenaventura S.A.,2024-02-22 00:00:00,A,"US        ",1,0,1.,P,Amendments to Article 29 (Board Size),Partial amendment to the Bylaws.,427233,4222772,2024-02-09 02:26:00,6180,6180,Amendments to Article 29 (Board Size)
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",8,0,1.07,P,Lock-Up Period,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): LOCK-UP PERIOD,438520,4224383,2024-02-09 02:26:00,5802,5802,Lock-Up Period
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",9,0,1.08,P,Validity Period of the Resolutions,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): VALIDITY PERIOD OF THE RESOLUTIONS,438520,4224384,2024-02-09 02:26:00,5802,5802,Validity Period of the Resolutions
DSV AS,2024-03-14 14:00:00,A,"DK        ",20,0,8.2,P,Authority to Repurchase Shares,"PROPOSED RESOLUTION: FOR THE PURPOSES OF MAINTAINING AN ACTIVE CAPITAL        ALLOCATION STRATEGY AND COVERING THE INCENTIVE PROGRAMMES OF THE COMPANY, A   PROPOSAL IS MADE TO GRANT A NEW FIVE-YEAR AUTHORISATION TO THE BOARD OF       DIRECTORS TO ACQUIRE TREASURY SHARES OF A NOMINAL VALUE OF UP TO DKK          21,400,000, CORRESPONDING TO 10 PER CENT OF THE COMPANYS SHARE CAPITAL,       PROVIDED THAT THE COMPANYS PORTFOLIO OF TREASURY SHARES DOES NOT EXCEED 10    PER CENT OF THE SHARE CAPITAL AT ANY TIME. THE PURCHASE PRICE OF TREASURY     SHARES CANNOT DEVIATE BY MORE THAN 10 PER CENT FROM THE LAST RECORDED LISTED  SHARE PRICE AT THE TIME OF PURCHASE. THE NEW FIVE-YEAR AUTHORISATION WILL     REPLACE THE EXISTING AUTHORISATION",430715,4224433,2024-02-09 02:26:00,5838,5838,Authority to Repurchase Shares
DSV AS,2024-03-14 14:00:00,A,"DK        ",21,0,8.3.A,P,Indemnification of Directors,INDEMNIFICATION PROGRAM: ADOPTION OF INDEMNIFICATION PROGRAM,430715,4224434,2024-02-09 02:26:00,5180,5180,Indemnification of Directors
Menivim -The New REIT Ltd,2024-03-12 13:00:00,S,"IL        ",3,0,2,P,Compensation Policy,APPROVAL OF COMPANY REMUNERATION POLICY,437867,4225687,2024-02-09 02:26:00,5605,5605,Compensation Policy
SICC Co. Ltd.,2024-02-29 14:45:00,S,"CN        ",9,0,2.1,P,Elect LI Honghui,ELECTION OF INDEPENDENT DIRECTOR: LI HONGHUI,438510,4225085,2024-02-09 02:26:00,5100,5100,Elect LI Honghui
"Jionto Energy Investment Co., Ltd. Hebei",2024-02-28 14:30:00,S,"CN        ",1,0,1,P,2023 RESTRICTED STOCK INCENTIVE PLAN (DRAFT) AND ITS SUMMARY,2023 RESTRICTED STOCK INCENTIVE PLAN (DRAFT) AND ITS SUMMARY,438506,4224499,2024-02-09 02:26:00,5312,5312,2023 Restricted Stock Incentive Plan (Draft) and Its Summary
Tayho Advanced Materials Group Co. Ltd.,2024-02-26 14:30:00,S,"CN        ",1,0,1,P,"Authority to Give Guarantees for Ningxia Xinguanghe New Materials Technology Co., Ltd.",PROVISION OF GUARANTEE FOR A COMPANY,438512,4224401,2024-02-09 02:26:00,5960,5960,"Authority to Give Guarantees for Ningxia Xinguanghe New Materials Technology Co., Ltd."
"Sichuan Swellfun Co., Ltd.",2024-02-27 09:30:00,S,"CN        ",7,0,7,P,Amendments to the Company's Rules of Procedure Governing the Supervisory Committee Meetings,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING THE SUPERVISORY      COMMITTEE MEETINGS,438511,4224751,2024-02-09 02:26:00,6193,6193,Amendments to the Company's Rules of Procedure Governing the Supervisory Committee Meetings
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",13,0,2.12,P,Bond Issuance: Conditions on Share Transfer,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: CONDITIONAL COMPULSORY CONVERSION,438496,4224331,2024-02-09 02:26:00,6200,6200,Bond Issuance: Conditions on Share Transfer
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",30,0,2.29,P,Matching Funds Raising: Use of the Raising Funds,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): MATCHING FUND RAISING: PURPOSE OF THE MATCHING FUNDS TO BE RAISED,438496,4224348,2024-02-09 02:26:00,6200,6200,Matching Funds Raising: Use of the Raising Funds
Banco Bilbao Vizcaya Argentaria.,2024-03-14 12:00:00,O,"ES        ",7,0,2.2,P,Elect Jaime Félix Caruana Lacorte,ADOPTION OF THE FOLLOWING AGREEMENTS ON RE-ELECTION AND APPOINTMENT OF MEMBER OF THE BOARD OF DIRECTORS: RE-ELECTION OF MR. JAIME FELIX CARUANA LACORTE,430390,4223078,2024-02-09 02:26:00,5100,5100,Elect Jaime Félix Caruana Lacorte
Banco Bilbao Vizcaya Argentaria.,2024-03-14 12:00:00,O,"ES        ",10,0,2.5,P,Elect Jan Verplancke,ADOPTION OF THE FOLLOWING AGREEMENTS ON RE-ELECTION AND APPOINTMENT OF MEMBER OF THE BOARD OF DIRECTORS: REELECTION OF MR. JAN PAUL MARIE FRANCIS           VERPLANCKE,430390,4223081,2024-02-09 02:26:00,5100,5100,Elect Jan Verplancke
Amore G,2024-03-15 09:00:00,A,"KR        ",1,0,1,P,"Financial Statements and Allocation of Profits/Dividends
",APPROVAL OF FINANCIAL STATEMENTS,425203,4223898,2024-02-09 02:26:00,5031,5031,"Financial Statements and Allocation of Profits/Dividends
"
Amore G,2024-03-15 09:00:00,A,"KR        ",3,0,3,P,Elect SUH Kyung Bae,ELECTION OF INSIDE DIRECTOR: SEO GYEONG BAE,425203,4223900,2024-02-09 02:26:00,5100,5100,Elect SUH Kyung Bae
Fiskars Oyj Abp,2024-03-13 15:00:00,A,"FI        ",16,0,13,P,Election of Directors,"ELECTION OF MEMBERS OF THE BOARD OF DIRECTORS: THE NOMINATION COMMITTEE OF    THE BOARD OF DIRECTORS PROPOSES TO THE ANNUAL GENERAL MEETING THAT THE        FOLLOWING INDIVIDUALS SHALL BE RE-ELECTED TO THE BOARD OF DIRECTORS: ALBERT   EHRNROOTH, PAUL EHRNROOTH, LOUISE FROMOND, JULIA GOLDIN, CARL-MARTIN LINDAHL, VOLKER LIXFELD AND JYRI LUOMAKOSKI. RITVA SOTAMAA HAS INFORMED THAT SHE WILL  NO LONGER BE AVAILABLE FOR RE-ELECTION TO THE BOARD OF DIRECTORS. THE         NOMINATION COMMITTEE PROPOSES FURTHER THAT THE ANNUAL GENERAL MEETING SHALL   ELECT SUSAN REPO AS A NEW MEMBER OF THE BOARD OF DIRECTORS",431548,4228711,2024-02-09 02:26:00,5101,5101,Election of Directors
Vestjysk Bank,2024-03-07 15:00:00,A,"DK        ",21,0,8.D,P,Authorization of Legal Formalities,AUTHORIZE EDITORIAL CHANGES TO ADOPTED RESOLUTIONS IN CONNECTION WITH         REGISTRATION WITH DANISH AUTHORITIES,431514,4225304,2024-02-09 02:26:00,5750,5750,Authorization of Legal Formalities
"Anhui Hengyuan Coal Industry & Elec. Power Co., Ltd.",2024-02-28 14:30:00,S,"CN        ",1,0,1,P,"Amendments to Articles ",AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,436808,4221208,2024-02-09 02:26:00,6184,6184,"Amendments to Articles "
"Anhui Hengyuan Coal Industry & Elec. Power Co., Ltd.",2024-02-28 14:30:00,S,"CN        ",2,0,2,P,Amendments to Procedural Rules: Shareholder General Meetings,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING SHAREHOLDERS         GENERAL MEETINGS,436808,4221209,2024-02-09 02:26:00,6193,6193,Amendments to Procedural Rules: Shareholder General Meetings
"Anhui Hengyuan Coal Industry & Elec. Power Co., Ltd.",2024-02-28 14:30:00,S,"CN        ",5,0,5,P,PARTICIPATION IN BIDDING FOR EXPLORATION RIGHTS,PARTICIPATION IN BIDDING FOR EXPLORATION RIGHTS,436808,4224300,2024-02-09 02:26:00,6395,6395,Participation in Bidding for Exploration Rights
Carl Zeiss Meditec A G,2024-03-21 10:00:00,A,"DE        ",8,0,7,P,Amendments to Articles (Record Date),AMEND ARTICLES RE: PROOF OF ENTITLEMENT,432221,4224231,2024-02-09 02:26:00,6180,6180,Amendments to Articles (Record Date)
"Samty Co.,Ltd.",2024-02-27 10:00:00,A,"JP        ",7,0,3.4,P,Elect Takaharu Terauchi,"Appoint a Director who is not Audit and Supervisory Committee Member          Terauchi, Takaharu",433812,4221626,2024-02-09 02:26:00,5100,5100,Elect Takaharu Terauchi
Nippon Filcon Co. Ltd.,2024-02-27 10:00:00,A,"JP        ",4,0,3.1,P,Elect Hiroyuki Nagura,"Appoint a Director who is not Audit and Supervisory Committee Member Nagura,  Hiroyuki",434064,4220825,2024-02-09 02:26:00,5100,5100,Elect Hiroyuki Nagura
Nippon Filcon Co. Ltd.,2024-02-27 10:00:00,A,"JP        ",16,0,7,P,Approval of the Restricted Stock Plan,Approve Details of the Restricted-Stock Compensation to be received by        Directors (Excluding Directors who are Audit and Supervisory Committee        Members and Outside Directors),434064,4220838,2024-02-09 02:26:00,5312,5312,Approval of the Restricted Stock Plan
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",3,0,1.02,P,Number of Shares to be Issued,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): NUMBER OF SHARES TO BE ISSUED,438520,4224378,2024-02-09 02:26:00,5802,5802,Number of Shares to be Issued
L&T Finance Holdings Ltd,2024-03-12 10:00:00,X,"IN        ",5,0,4,P,Elect Nishi Vasudeva,REAPPOINTMENT OF MS. NISHI VASUDEVA (DIN:03016991) AS AN INDEPENDENT DIRECTOR OF THE COMPANY,438526,4225066,2024-02-09 02:26:00,5100,5100,Elect Nishi Vasudeva
"Xinjiang Zhongtai Chemical Co., Ltd.",2024-02-23 12:00:00,S,"CN        ",5,0,2.4,P,Provision Of Guarantee For Related Parties: Application For Comprehensive Credit To Banks And Financial Institutions By A 4th Company And The Company's Provision Of Guarantee For It,PROVISION OF GUARANTEE FOR RELATED PARTIES: APPLICATION FOR COMPREHENSIVE     CREDIT TO BANKS AND FINANCIAL INSTITUTIONS BY A 4TH COMPANY AND THE COMPANY S PROVISION OF GUARANTEE FOR IT,438518,4224285,2024-02-09 02:26:00,5960,5960,Provision Of Guarantee For Related Parties: Application For Comprehensive Credit To Banks And Financial Institutions By A 4th Company And The Company's Provision Of Guarantee For It
"Xinjiang Zhongtai Chemical Co., Ltd.",2024-02-23 12:00:00,S,"CN        ",15,0,6,P,Connected Transactions Regarding The Company And Subsidiaries Application For Financial Aid From A 14th Company,CONNECTED TRANSACTIONS REGARDING THE COMPANY AND SUBSIDIARIES  APPLICATION    FOR FINANCIAL AID FROM A 14TH COMPANY,438518,4224296,2024-02-09 02:26:00,5960,5960,Connected Transactions Regarding The Company And Subsidiaries Application For Financial Aid From A 14th Company
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",16,0,9.8,P,Redemption or Resale Clauses,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: REDEMPTION OR RESALE CLAUSES,438515,4224823,2024-02-09 02:26:00,5900,5900,Redemption or Resale Clauses
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",23,0,9.15,P,Authorization Matters,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: AUTHORIZATION MATTERS,438515,4224830,2024-02-09 02:26:00,5900,5900,Authorization Matters
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",10,0,2.9,P,Bond Issuance: Upward Revision of Conversion Price,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: PROVISIONS ON UPWARD ADJUSTMENT OF CONVERSION PRICE,438496,4224328,2024-02-09 02:26:00,6200,6200,Bond Issuance: Upward Revision of Conversion Price
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",12,0,2.11,P,Bond Issuance: Redemption of Convertible Corporate Bonds,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: REDEMPTION OF THE CONVERTIBLE CORPORATE BONDS,438496,4224330,2024-02-09 02:26:00,6200,6200,Bond Issuance: Redemption of Convertible Corporate Bonds
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",44,0,15,P,Signing a Conditional Agreement with Additional Transaction Parties of the Issuance of Convertible Bonds and Cash Payment to Purchase Assets,CONDITIONAL AGREEMENT ON ASSETS PURCHASE VIA THE ISSUANCE OF CONVERTIBLE      CORPORATE BONDS AND CASH PAYMENT TO BE SIGNED WITH RELEVANT TRANSACTION       COUNTERPARTIES,438496,4224362,2024-02-09 02:26:00,6220,6220,Signing a Conditional Agreement with Additional Transaction Parties of the Issuance of Convertible Bonds and Cash Payment to Purchase Assets
