PROPOSAL_LONGTEXT,Research_Issue_Code
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-1X) INVERSE  UCITS ETF,5000
POWERS,5750
"The Nasdaq Proposal (Proposal 3): To approve, for purposes of complying with applicable listing rules of The Nasdaq Stock Market LLC, the issuance of up to an aggregate of 160,000,000 PubCo Ordinary Shares in connection with the Business Combination and related financings, which we refer to as the  Nasdaq Proposal .",860
"Governance Proposal D - Provisions Applicable to Blank Check Companies: Under the Current Charter, Article Sixth sets forth various provisions related to Arisz s operation as a blank check company prior to the consummation of an initial business combination, whereas the PubCo s Memorandum and Articles of Association (MAA) does not include these blank check company provisions. In addition, certain other provisions applicable to blank check companies are not present in PubCo s MAA.",1185
To set the number of Directors at 5.,5170
Farshad Shirvani,5100
To set the number of Directors at six.,5170
To set the number of Directors at six.,5170
AMENDMENT OF ARTICLES OF INCORPORATION,6184
PREPARE AND APPROVE LIST OF SHAREHOLDERS,5759
APPROVE AGENDA OF MEETING,5759
PREPARE AND APPROVE LIST OF SHAREHOLDERS,5759
APPROVAL OF THE AUDITORS REPORT ON AGREEMENTS REFERRED TO IN ARTICLE L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVE AUDITORS  SPECIAL REPORT ON RELATED-PARTY TRANSACTIONS,5745
APPROVE TREATMENT OF LOSSES FOR AMUNDI CAC 40 DAILY (-2X) INVERSE UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI EURO STOXX 50 II UCITS ETF AND        ABSENCE OF DIVIDENDS,5000
APPROVE ALLOCATION OF INCOME FOR LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVE AUDITORS  SPECIAL REPORT ON RELATED-PARTY TRANSACTIONS,5745
APPROVE TREATMENT OF LOSSES FOR AMUNDI CAC 40 DAILY (-2X) INVERSE UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI EURO STOXX 50 II UCITS ETF AND        ABSENCE OF DIVIDENDS,5000
APPROVE ALLOCATION OF INCOME FOR LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
AUTHORIZE SHARE REPURCHASE PROGRAM OF UP TO 10 PERCENT OF ISSUED SHARE        CAPITAL,5896
"ADOPTION OF A RESOLUTION REGARDING THE CONSIDERATION AND APPROVAL OF THE      MANAGEMENT BOARD S REPORT THE COMPANY S ACTIVITIES AND THE FINANCIAL          STATEMENTS FOR THE FINANCIAL YEAR FROM JULY 1 2022 TO SEPTEMBER 30, 2023",5030
APPROVAL OF THE AUDITORS REPORT ON AGREEMENTS REFERRED TO IN ARTICLE L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITORS REPORT ON AGREEMENTS REFERRED TO IN ARTICLE L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
AUTHORIZATION TO PLESNER ADVOKATPARTNERSELSKAB TO REGISTER THE ADOPTED        PROPOSALS,5750
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
RATIFY ERNST & YOUNG AS AUDITORS,5200
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITOR S REPORT ON AGREEMENTS REFERRED TO IN ARTICLE         L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
APPROVAL OF THE AUDITORS REPORT ON AGREEMENTS REFERRED TO IN ARTICLE L.225-38 OF THE FRENCH CODE OF COMMERCE,5745
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (-2X) INVERSE  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 II UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND LYXOR JAPAN (TOPIX) (DR) UCITS ETF,5000
ADOPT THE AMENDED WORDING IN ARTICLE 8.3 OF THE NEW ARTICLES AND ADOPT THE    NEW INVESTMENT OBJECTIVE AND POLICY,6185
Kevin Spall,5100
Jeff Davison,5100
Kevin Spall,5100
Jeff Davison,5100
Mark Mickleborough,5100
Mark Mickleborough,5100
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE CREATION OF POOL OF CAPITAL WITHOUT PREEMPTIVE RIGHTS,5803
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI MSCI WATER ESG SCREENED UCITS ETF AND DIVIDENDS OF EUR 0.51 PER SHARE,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI EURO STOXX 50 DAILY (2X) LEVERAGED    UCITS ETF AND ABSENCE OF DIVIDENDS,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI MSCI WATER ESG SCREENED UCITS ETF AND DIVIDENDS OF EUR 0.51 PER SHARE,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI EURO STOXX 50 DAILY (2X) LEVERAGED    UCITS ETF AND ABSENCE OF DIVIDENDS,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
APPOINTMENT OF PROF. J. RAMACHANDRAN (DIN: 00004593) AS NON-EXECUTIVE         NON-INDEPENDENT DIRECTOR OF THE COMPANY,5100
TO REMOVE DECLAN MOYLAN AS A DIRECTOR,7000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPROVE ALLOCATION OF INCOME,5000
APPOINT EXTERNAL SHARIAH AUDITORS FOR THE FISCAL YEAR ENDED 31/12/2024 AND    APPOINT OR REAPPOINT SHARIAH SUPERVISORY BOARD MEMBERS TILL FISCAL YEAR       ENDING 31/12/2025 AND AUTHORIZE BOARD TO FIX THEIR REMUNERATION,5136
"ALLOCATION OF INCOME FOR THE FINANCIAL YEAR ENDED 30 SEPTEMBER 2023, AS       PROPOSED IN THE AUDITED ANNUAL REPORT",5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MSCI WATER ESG SCREENED     UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (2X)    LEVERAGED UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
Andrew Rees,5100
Election of Director: Glenn Leroux,5100
Election of Director: Glenn Leroux,5100
"APPROVE REMUNERATION OF DIRECTORS OF KWD 120,000 AND APPROVE REMUNERATION     REPORT FOR THE FISCAL YEAR ENDED 31/12/2023",5500
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
APPROVE DISCHARGE OF BOARD AND PRESIDENT,5700
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
TO APPOINT MARK BARR AS A DIRECTOR,7040
APPROVE CAPITAL REDUCTION AND CANCELLATION OF THE CAPITAL REDEMPTION RESERVE,5858
ELECTION OF NON-PERMANENT DIRECTOR: IM SEONG BIN,5100
ELECTION OF OUTSIDE DIRECTOR: GIM YONG HWAN,5100
REPURCHASE OF SHARES BY MEANS OF CENTRALIZED BIDDING,5838
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
RATIFICATION OF THE INTERIM APPOINTMENT OF MR YANNIC RAULIN AS DIRECTOR AS A  REPLACEMENT OF MRS CHRISTINE GENTIL,5145
APPROVE ALLOCATION OF INCOME FOR AMUNDI IBEX 35 UCITS ETF AND DIVIDENDS OF    EUR 3.14 PER SHARE,5000
RATIFY APPOINTMENT OF YANNIC RAULIN AS DIRECTOR,5145
APPROVE ALLOCATION OF INCOME FOR AMUNDI IBEX 35 UCITS ETF AND DIVIDENDS OF    EUR 3.14 PER SHARE,5000
RATIFY APPOINTMENT OF YANNIC RAULIN AS DIRECTOR,5145
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI IBEX 35 UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR LYXOR CAC 40 DAILY (2X) LEVERAGED UCITS ETF  AND ABSENCE OF DIVIDENDS,5000
APPROVE TREATMENT OF LOSSES FOR AMUNDI PEA OBLIGATIONS D ETAT EURO UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR LYXOR CAC 40 DAILY (2X) LEVERAGED UCITS ETF  AND ABSENCE OF DIVIDENDS,5000
APPROVE TREATMENT OF LOSSES FOR AMUNDI PEA OBLIGATIONS D ETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DNETAT EURO UCITS ETF,5000
Gurminder S. Bedi,100
To ratify the appointment of the Company s independent registered public accounting firm for the 2024 fiscal year.,200
Erik Ostensoe,5100
Appointment of PKF Antares as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.,5220
Appointment of PKF Antares as Auditors of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.,5220
Election of Director: Rodrigo Sousa,5100
Election of Director: John Assman,5100
Election of Director: Rodrigo Sousa,5100
Election of Director: John Assman,5100
CONFIRMATION OF THE CORRECTNESS OF CONVENING THE GENERAL MEETING AND ITS      CAPACITY TO ADOPTING RESOLUTIONS,5759
"ADOPTION OF A RESOLUTION REGARDING THE CONSIDERATION AND APPROVAL OF THE      MANAGEMENT BOARD S REPORT ACTIVITIES OF THE AB SP KA AKCYJNA CAPITAL GROUP    AND CONSOLIDATED FINANCIAL STATEMENTS FOR THE FINANCIAL YEAR FROM JULY 1,     2022 TO SEPTEMBER 30 2023",5030
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DETAT EURO  UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DNETAT EURO UCITS ETF,5000
ELECTION OF OTHER BOARD MEMBERS: ELECTION OF LISE KAAE,5100
ELECTION OF OTHER BOARD MEMBERS: ELECTION OF KIM STRATTON,5100
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DNETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DNETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS D ETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DNETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS D ETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS DETAT EURO  UCITS ETF,5000
TO REMOVE TOM KAVANAGH AS A DIRECTOR,7000
ELECTION OF AUDIT COMMITTEE MEMBER: GIM YONG HWAN,5130
ELECT DIRECTORS,5100
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI CAC 40 DAILY (2X) LEVERAGED UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI PEA OBLIGATIONS D ETAT EURO UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
"AMEND ARTICLES RE: SET MINIMUM (SEK 520,000) AND MAXIMUM (SEK 2.1 MILLION)    SHARE CAPITAL; SET MINIMUM (650 MILLION) AND MAXIMUM (2.6 BILLION) NUMBER OF  SHARES",5824
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI MDAX UCITS ETF AND ABSENCE OF         DIVIDENDS,5000
APPROVE TREATMENT OF LOSSES FOR AMUNDI EURO STOXX 50 DAILY (-2X) INVERSE      UCITS ETF,5000
APPROVE BOARD REPORT ON COMPANY OPERATIONS FOR THE FISCAL YEAR ENDED          31/12/2023,5032
APPROVE CORPORATE GOVERNANCE REPORT AND AUDIT COMMITTEE REPORT FOR THE FISCAL YEAR ENDED 31/12/2023,5032
APPROVE EXTERNAL SHARIAH AUDITOR REPORT AND SHARIAH SUPERVISORY BOARD REPORT  FOR THE FISCAL YEAR ENDED 31/12/2023,5030
ADOPTION OF THE AGENDA,5759
"PRESENTATION OF THE MANAGEMENT BOARD S REPORT ON THE ACTIVITIES OF THE        COMPANY AND THE ACTIVITIES OF THE GROUP CAPITAL AB SP KA AKCYJNA IN THE       PERIOD FROM JULY 1, 2022 TO SEPTEMBER 30 2023",5759
"PRESENTATION OF THE FINANCIAL STATEMENTS AND CONSOLIDATED STATEMENTS          FINANCIAL TOGETHER WITH THE OPINIONS OF STATUTORY AUDITORS FOR THE PERIOD     FROM JULY 1, 2022 TO ON SEPTEMBER 30, 2023",5759
"PRESENTATION OF THE SUPERVISORY BOARD S REPORT ON ACTIVITIES FOR THE PERIOD   FROM JULY 1 2022 TO SEPTEMBER 30, 2023",5759
ADOPTION OF A RESOLUTION AUTHORIZING THE MANAGEMENT BOARD TO PURCHASE ITS OWN SHARES BY THE COMPANY,5838
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
APPROVE ALLOCATION OF INCOME FOR AMUNDI MDAX UCITS ETF AND ABSENCE OF         DIVIDENDS,5000
APPROVE TREATMENT OF LOSSES FOR AMUNDI EURO STOXX 50 DAILY (-2X) INVERSE      UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI MDAX UCITS ETF,5000
ALLOCATION OF THE RESULTS FOR THE SUB FUND AMUNDI EURO STOXX 50 DAILY (-2X)   INVERSE UCITS ETF,5000
PLEASE NOTE THAT THIS RESOLUTION IS A SHAREHOLDER PROPOSAL: TO PERMIT THE     EXISTING HOLDERS OF LIQUIDATING SHARES TO HAVE THE SAME RIGHTS AS FUTURE      HOLDERS OF RELEVANT LIQUIDATING SHARES,7495
Andrew Osis,5100
Andrew Osis,5100
Randolph W. Pinna,5100
Randolph W. Pinna,5100
"Approval of a proposal to adjourn the Special Meeting to a later date, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of the Reverse Stock Split Proposal.",710
"Governance Proposal A - The Redomestication Merger: To approve the merger of Arisz with and into PubCo, its wholly owned Cayman Islands subsidiary, with PubCo surviving the merger. The merger will change Arisz s place of incorporation from Delaware to the Cayman Islands.",1200
The Adjournment Proposal (Proposal 5): To approve the adjournment of the Special Meeting in the event Arisz does not receive the requisite stockholder vote to approve any of the above Proposals. This proposal is referred to as the  Adjournment Proposal.,710
